capacity,aggregation,eviction,t,occupancy
4096,victim,lfu,2.4,4096
4096,victim,lfu,2.466666666666667,4096
4096,victim,lfu,2.533333333333333,4096
4096,victim,lfu,2.6,4096
4096,victim,lfu,2.6666666666666665,4096
4096,victim,lfu,2.7333333333333334,4096
4096,victim,lfu,2.8,4096
4096,victim,lfu,2.8666666666666667,4096
4096,victim,lfu,2.933333333333333,4096
4096,victim,lfu,3.0,4096
4096,victim,lfu,3.066666666666667,4096
4096,victim,lfu,3.1333333333333333,4096
4096,victim,lfu,3.2,4096
4096,victim,lfu,3.2666666666666666,4096
4096,victim,lfu,3.3333333333333335,4096
4096,victim,lfu,3.4,4096
4096,victim,lfu,3.466666666666667,4096
4096,victim,lfu,3.533333333333333,4096
4096,victim,lfu,3.6,4096
4096,victim,lfu,3.6666666666666665,4096
4096,victim,lfu,3.7333333333333334,4096
4096,victim,lfu,3.8,4096
4096,victim,lfu,3.8666666666666667,4096
4096,victim,lfu,3.933333333333333,4096
4096,victim,lfu,4.0,4096
4096,victim,lfu,4.066666666666666,4096
4096,victim,lfu,4.133333333333334,4096
4096,victim,lfu,4.2,4096
4096,victim,lfu,4.266666666666667,4096
4096,victim,lfu,4.333333333333333,4096
4096,victim,lfu,4.4,4096
4096,victim,lfu,4.466666666666667,4096
4096,victim,lfu,4.533333333333333,4096
4096,victim,lfu,4.6,4096
4096,victim,lfu,4.666666666666667,4096
4096,victim,lfu,4.733333333333333,4096
4096,victim,lfu,4.8,4096
4096,victim,lfu,4.866666666666666,4096
4096,victim,lfu,4.933333333333334,4096
4096,victim,lfu,5.0,4096
4096,victim,lfu,5.066666666666666,4096
4096,victim,lfu,5.133333333333334,4096
4096,victim,lfu,5.2,4096
4096,victim,lfu,5.266666666666667,4096
4096,victim,lfu,5.333333333333333,4096
4096,victim,lfu,5.4,4096
4096,victim,lfu,5.466666666666667,4096
4096,victim,lfu,5.533333333333333,4096
4096,victim,lfu,5.6,4096
4096,victim,lfu,5.666666666666667,4096
4096,victim,lfu,5.733333333333333,4096
4096,victim,lfu,5.8,4096
4096,victim,lfu,5.866666666666666,4096
4096,victim,lfu,5.933333333333334,4096
4096,victim,lfu,6.0,4096
4096,victim,lfu,6.066666666666666,4096
4096,victim,lfu,6.133333333333334,4096
4096,victim,lfu,6.2,4096
4096,victim,lfu,6.266666666666667,4096
4096,victim,lfu,6.333333333333333,4096
4096,victim,lfu,6.4,4096
4096,victim,lfu,6.466666666666667,4096
4096,victim,lfu,6.533333333333333,4096
4096,victim,lfu,6.6,4096
4096,victim,lfu,6.666666666666667,4096
4096,victim,lfu,6.733333333333333,4096
4096,victim,lfu,6.8,4096
4096,victim,lfu,6.866666666666666,4096
4096,victim,lfu,6.933333333333334,4096
4096,victim,lfu,7.0,4096
4096,victim,lfu,7.066666666666666,4096
4096,victim,lfu,7.133333333333334,4096
4096,victim,lfu,7.2,4096
4096,victim,lfu,7.266666666666667,4096
4096,victim,lfu,7.333333333333333,4096
4096,victim,lfu,7.4,4096
4096,victim,lfu,7.466666666666667,4096
4096,victim,lfu,7.533333333333333,4096
4096,victim,lfu,7.6,4096
4096,victim,lfu,7.666666666666667,4096
4096,victim,lfu,7.733333333333333,4096
4096,victim,lfu,7.8,4096
4096,victim,lfu,7.866666666666666,4096
4096,victim,lfu,7.933333333333334,4096
4096,victim,lfu,8.0,4096
4096,victim,lfu,8.066666666666666,4096
4096,victim,lfu,8.133333333333333,4096
4096,victim,lfu,8.2,4096
4096,victim,lfu,8.266666666666667,4096
4096,victim,lfu,8.333333333333334,4096
4096,victim,lfu,8.4,4096
4096,victim,lfu,8.466666666666667,4096
4096,victim,lfu,8.533333333333333,4096
4096,victim,lfu,8.6,4096
4096,victim,lfu,8.666666666666666,4096
4096,victim,lfu,8.733333333333333,4096
4096,victim,lfu,8.8,4096
4096,victim,lfu,8.866666666666667,4096
4096,victim,lfu,8.933333333333334,4096
4096,victim,lfu,9.0,4096
4096,victim,lfu,9.066666666666666,4096
4096,victim,lfu,9.133333333333333,4096
4096,victim,lfu,9.2,4096
4096,victim,lfu,9.266666666666667,4096
4096,victim,lfu,9.333333333333334,4096
4096,victim,lfu,9.4,4096
4096,victim,lfu,9.466666666666667,4096
4096,victim,lfu,9.533333333333333,4096
4096,victim,lfu,9.6,4096
4096,victim,lfu,9.666666666666666,4096
4096,victim,lfu,9.733333333333333,4096
4096,victim,lfu,9.8,4096
4096,victim,lfu,9.866666666666667,4096
4096,victim,lfu,9.933333333333334,4096
4096,victim,lfu,10.0,4096
4096,victim,lfu,10.066666666666666,4096
4096,victim,lfu,10.133333333333333,4096
4096,victim,lfu,10.2,4096
4096,victim,lfu,10.266666666666667,4096
4096,victim,lfu,10.333333333333334,4096
4096,victim,lfu,10.4,4096
4096,victim,lfu,10.466666666666667,4096
4096,victim,lfu,10.533333333333333,4096
4096,victim,lfu,10.6,4096
4096,victim,lfu,10.666666666666666,4096
4096,victim,lfu,10.733333333333333,4096
4096,victim,lfu,10.8,4096
4096,victim,lfu,10.866666666666667,4096
4096,victim,lfu,10.933333333333334,4096
4096,victim,lfu,11.0,4096
4096,victim,lfu,11.066666666666666,4096
4096,victim,lfu,11.133333333333333,4096
4096,victim,lfu,11.2,4096
4096,victim,lfu,11.266666666666667,4096
4096,victim,lfu,11.333333333333334,4096
4096,victim,lfu,11.4,4096
4096,victim,lfu,11.466666666666667,4096
4096,victim,lfu,11.533333333333333,4096
4096,victim,lfu,11.6,4096
4096,victim,lfu,11.666666666666666,4096
4096,victim,lfu,11.733333333333333,4096
4096,victim,lfu,11.8,4096
4096,victim,lfu,11.866666666666667,4096
4096,victim,lfu,11.933333333333334,4096
4096,victim,lfu,12.0,4096
4096,victim,lfu,12.066666666666666,4096
4096,victim,lfu,12.133333333333333,4096
4096,victim,lfu,12.2,4096
4096,victim,lfu,12.266666666666667,4096
4096,victim,lfu,12.333333333333334,4096
4096,victim,lfu,12.4,4096
4096,victim,lfu,12.466666666666667,4096
4096,victim,lfu,12.533333333333333,4096
4096,victim,lfu,12.6,4096
4096,victim,lfu,12.666666666666666,4096
4096,victim,lfu,12.733333333333333,4096
4096,victim,lfu,12.8,4096
4096,victim,lfu,12.866666666666667,4096
4096,victim,lfu,12.933333333333334,4096
4096,victim,lfu,13.0,4096
4096,victim,lfu,13.066666666666666,4096
4096,victim,lfu,13.133333333333333,4096
4096,victim,lfu,13.2,4096
4096,victim,lfu,13.266666666666667,4096
4096,victim_service,hard,0.0,1
4096,victim_service,hard,0.06666666666666667,1
4096,victim_service,hard,0.13333333333333333,1
4096,victim_service,hard,0.2,1
4096,victim_service,hard,0.26666666666666666,1
4096,victim_service,hard,0.3333333333333333,1
4096,victim_service,hard,0.4,1
4096,victim_service,hard,0.4666666666666667,1
4096,victim_service,hard,0.5333333333333333,1
4096,victim_service,hard,0.6,1
4096,victim_service,hard,0.6666666666666666,1
4096,victim_service,hard,0.7333333333333333,1
4096,victim_service,hard,0.8,1
4096,victim_service,hard,0.8666666666666667,1
4096,victim_service,hard,0.9333333333333333,1
4096,victim_service,hard,1.0,1
4096,victim_service,hard,1.0666666666666667,1
4096,victim_service,hard,1.1333333333333333,1
4096,victim_service,hard,1.2,1
4096,victim_service,hard,1.2666666666666666,1
4096,victim_service,hard,1.3333333333333333,1
4096,victim_service,hard,1.4,1
4096,victim_service,hard,1.4666666666666666,1
4096,victim_service,hard,1.5333333333333334,1
4096,victim_service,hard,1.6,1
4096,victim_service,hard,1.6666666666666667,1
4096,victim_service,hard,1.7333333333333334,1
4096,victim_service,hard,1.8,2
4096,victim_service,hard,1.8666666666666667,2
4096,victim_service,hard,1.9333333333333333,2
4096,victim_service,hard,2.0,2
4096,victim_service,hard,2.066666666666667,2
4096,victim_service,hard,2.1333333333333333,2
4096,victim_service,hard,2.2,2
4096,victim_service,hard,2.2666666666666666,2
4096,victim_service,hard,2.3333333333333335,2
4096,victim_service,hard,2.4,2
4096,victim_service,hard,2.466666666666667,2
4096,victim_service,hard,2.533333333333333,2
4096,victim_service,hard,2.6,2
4096,victim_service,hard,2.6666666666666665,2
4096,victim_service,hard,2.7333333333333334,2
4096,victim_service,hard,2.8,2
4096,victim_service,hard,2.8666666666666667,2
4096,victim_service,hard,2.933333333333333,2
4096,victim_service,hard,3.0,2
4096,victim_service,hard,3.066666666666667,2
4096,victim_service,hard,3.1333333333333333,2
4096,victim_service,hard,3.2,2
4096,victim_service,hard,3.2666666666666666,2
4096,victim_service,hard,3.3333333333333335,2
4096,victim_service,hard,3.4,2
4096,victim_service,hard,3.466666666666667,2
4096,victim_service,hard,3.533333333333333,2
4096,victim_service,hard,3.6,2
4096,victim_service,hard,3.6666666666666665,2
4096,victim_service,hard,3.7333333333333334,2
4096,victim_service,hard,3.8,2
4096,victim_service,hard,3.8666666666666667,2
4096,victim_service,hard,3.933333333333333,2
4096,victim_service,hard,4.0,2
4096,victim_service,hard,4.066666666666666,2
4096,victim_service,hard,4.133333333333334,2
4096,victim_service,hard,4.2,2
4096,victim_service,hard,4.266666666666667,2
4096,victim_service,hard,4.333333333333333,2
4096,victim_service,hard,4.4,2
4096,victim_service,hard,4.466666666666667,2
4096,victim_service,hard,4.533333333333333,2
4096,victim_service,hard,4.6,2
4096,victim_service,hard,4.666666666666667,2
4096,victim_service,hard,4.733333333333333,2
4096,victim_service,hard,4.8,2
4096,victim_service,hard,4.866666666666666,2
4096,victim_service,hard,4.933333333333334,2
4096,victim_service,hard,5.0,2
4096,victim_service,hard,5.066666666666666,2
4096,victim_service,hard,5.133333333333334,2
4096,victim_service,hard,5.2,2
4096,victim_service,hard,5.266666666666667,2
4096,victim_service,hard,5.333333333333333,2
4096,victim_service,hard,5.4,2
4096,victim_service,hard,5.466666666666667,2
4096,victim_service,hard,5.533333333333333,2
4096,victim_service,hard,5.6,2
4096,victim_service,hard,5.666666666666667,2
4096,victim_service,hard,5.733333333333333,2
4096,victim_service,hard,5.8,2
4096,victim_service,hard,5.866666666666666,2
4096,victim_service,hard,5.933333333333334,2
4096,victim_service,hard,6.0,2
4096,victim_service,hard,6.066666666666666,2
4096,victim_service,hard,6.133333333333334,2
4096,victim_service,hard,6.2,2
4096,victim_service,hard,6.266666666666667,2
4096,victim_service,hard,6.333333333333333,2
4096,victim_service,hard,6.4,2
4096,victim_service,hard,6.466666666666667,2
4096,victim_service,hard,6.533333333333333,2
4096,victim_service,hard,6.6,2
4096,victim_service,hard,6.666666666666667,2
4096,victim_service,hard,6.733333333333333,2
4096,victim_service,hard,6.8,2
4096,victim_service,hard,6.866666666666666,2
4096,victim_service,hard,6.933333333333334,2
4096,victim_service,hard,7.0,2
4096,victim_service,hard,7.066666666666666,2
4096,victim_service,hard,7.133333333333334,2
4096,victim_service,hard,7.2,2
4096,victim_service,hard,7.266666666666667,2
4096,victim_service,hard,7.333333333333333,2
4096,victim_service,hard,7.4,2
4096,victim_service,hard,7.466666666666667,2
4096,victim_service,hard,7.533333333333333,2
4096,victim_service,hard,7.6,2
4096,victim_service,hard,7.666666666666667,2
4096,victim_service,hard,7.733333333333333,2
4096,victim_service,hard,7.8,2
4096,victim_service,hard,7.866666666666666,2
4096,victim_service,hard,7.933333333333334,2
4096,victim_service,hard,8.0,2
4096,victim_service,hard,8.066666666666666,2
4096,victim_service,hard,8.133333333333333,2
4096,victim_service,hard,8.2,3
4096,victim_service,hard,8.266666666666667,3
4096,victim_service,hard,8.333333333333334,3
4096,victim_service,hard,8.4,3
4096,victim_service,hard,8.466666666666667,3
4096,victim_service,hard,8.533333333333333,3
4096,victim_service,hard,8.6,3
4096,victim_service,hard,8.666666666666666,3
4096,victim_service,hard,8.733333333333333,3
4096,victim_service,hard,8.8,3
4096,victim_service,hard,8.866666666666667,3
4096,victim_service,hard,8.933333333333334,3
4096,victim_service,hard,9.0,3
4096,victim_service,hard,9.066666666666666,3
4096,victim_service,hard,9.133333333333333,3
4096,victim_service,hard,9.2,3
4096,victim_service,hard,9.266666666666667,3
4096,victim_service,hard,9.333333333333334,3
4096,victim_service,hard,9.4,3
4096,victim_service,hard,9.466666666666667,3
4096,victim_service,hard,9.533333333333333,3
4096,victim_service,hard,9.6,3
4096,victim_service,hard,9.666666666666666,3
4096,victim_service,hard,9.733333333333333,3
4096,victim_service,hard,9.8,3
4096,victim_service,hard,9.866666666666667,3
4096,victim_service,hard,9.933333333333334,3
4096,victim_service,hard,10.0,3
4096,victim_service,hard,10.066666666666666,3
4096,victim_service,hard,10.133333333333333,3
4096,victim_service,hard,10.2,3
4096,victim_service,hard,10.266666666666667,3
4096,victim_service,hard,10.333333333333334,3
4096,victim_service,hard,10.4,3
4096,victim_service,hard,10.466666666666667,3
4096,victim_service,hard,10.533333333333333,3
4096,victim_service,hard,10.6,3
4096,victim_service,hard,10.666666666666666,3
4096,victim_service,hard,10.733333333333333,3
4096,victim_service,hard,10.8,3
4096,victim_service,hard,10.866666666666667,3
4096,victim_service,hard,10.933333333333334,3
4096,victim_service,hard,11.0,3
4096,victim_service,hard,11.066666666666666,3
4096,victim_service,hard,11.133333333333333,3
4096,victim_service,hard,11.2,3
4096,victim_service,hard,11.266666666666667,3
4096,victim_service,hard,11.333333333333334,3
4096,victim_service,hard,11.4,3
4096,victim_service,hard,11.466666666666667,3
4096,victim_service,hard,11.533333333333333,3
4096,victim_service,hard,11.6,3
4096,victim_service,hard,11.666666666666666,3
4096,victim_service,hard,11.733333333333333,3
4096,victim_service,hard,11.8,3
4096,victim_service,hard,11.866666666666667,3
4096,victim_service,hard,11.933333333333334,3
4096,victim_service,hard,12.0,3
4096,victim_service,hard,12.066666666666666,3
4096,victim_service,hard,12.133333333333333,3
4096,victim_service,hard,12.2,3
4096,victim_service,hard,12.266666666666667,3
4096,victim_service,hard,12.333333333333334,3
4096,victim_service,hard,12.4,3
4096,victim_service,hard,12.466666666666667,3
4096,victim_service,hard,12.533333333333333,3
4096,victim_service,hard,12.6,3
4096,victim_service,hard,12.666666666666666,3
4096,victim_service,hard,12.733333333333333,3
4096,victim_service,hard,12.8,3
4096,victim_service,hard,12.866666666666667,3
4096,victim_service,hard,12.933333333333334,3
4096,victim_service,hard,13.0,3
4096,victim_service,hard,13.066666666666666,3
4096,victim_service,hard,13.133333333333333,3
4096,victim_service,hard,13.2,3
4096,victim_service,hard,13.266666666666667,3
4096,victim_service,idle,0.0,1
4096,victim_service,idle,0.06666666666666667,1
4096,victim_service,idle,0.13333333333333333,1
4096,victim_service,idle,0.2,1
4096,victim_service,idle,0.26666666666666666,1
4096,victim_service,idle,0.3333333333333333,1
4096,victim_service,idle,0.4,1
4096,victim_service,idle,0.4666666666666667,1
4096,victim_service,idle,0.5333333333333333,1
4096,victim_service,idle,0.6,1
4096,victim_service,idle,0.6666666666666666,1
4096,victim_service,idle,0.7333333333333333,1
4096,victim_service,idle,0.8,1
4096,victim_service,idle,0.8666666666666667,1
4096,victim_service,idle,0.9333333333333333,1
4096,victim_service,idle,1.0,1
4096,victim_service,idle,1.0666666666666667,1
4096,victim_service,idle,1.1333333333333333,1
4096,victim_service,idle,1.2,1
4096,victim_service,idle,1.2666666666666666,1
4096,victim_service,idle,1.3333333333333333,1
4096,victim_service,idle,1.4,1
4096,victim_service,idle,1.4666666666666666,1
4096,victim_service,idle,1.5333333333333334,1
4096,victim_service,idle,1.6,1
4096,victim_service,idle,1.6666666666666667,1
4096,victim_service,idle,1.7333333333333334,1
4096,victim_service,idle,1.8,2
4096,victim_service,idle,1.8666666666666667,2
4096,victim_service,idle,1.9333333333333333,2
4096,victim_service,idle,2.0,2
4096,victim_service,idle,2.066666666666667,2
4096,victim_service,idle,2.1333333333333333,2
4096,victim_service,idle,2.2,2
4096,victim_service,idle,2.2666666666666666,2
4096,victim_service,idle,2.3333333333333335,2
4096,victim_service,idle,2.4,2
4096,victim_service,idle,2.466666666666667,2
4096,victim_service,idle,2.533333333333333,2
4096,victim_service,idle,2.6,2
4096,victim_service,idle,2.6666666666666665,2
4096,victim_service,idle,2.7333333333333334,2
4096,victim_service,idle,2.8,2
4096,victim_service,idle,2.8666666666666667,2
4096,victim_service,idle,2.933333333333333,2
4096,victim_service,idle,3.0,2
4096,victim_service,idle,3.066666666666667,2
4096,victim_service,idle,3.1333333333333333,2
4096,victim_service,idle,3.2,2
4096,victim_service,idle,3.2666666666666666,2
4096,victim_service,idle,3.3333333333333335,2
4096,victim_service,idle,3.4,2
4096,victim_service,idle,3.466666666666667,2
4096,victim_service,idle,3.533333333333333,2
4096,victim_service,idle,3.6,2
4096,victim_service,idle,3.6666666666666665,2
4096,victim_service,idle,3.7333333333333334,2
4096,victim_service,idle,3.8,2
4096,victim_service,idle,3.8666666666666667,2
4096,victim_service,idle,3.933333333333333,2
4096,victim_service,idle,4.0,2
4096,victim_service,idle,4.066666666666666,2
4096,victim_service,idle,4.133333333333334,2
4096,victim_service,idle,4.2,2
4096,victim_service,idle,4.266666666666667,2
4096,victim_service,idle,4.333333333333333,2
4096,victim_service,idle,4.4,2
4096,victim_service,idle,4.466666666666667,2
4096,victim_service,idle,4.533333333333333,2
4096,victim_service,idle,4.6,2
4096,victim_service,idle,4.666666666666667,2
4096,victim_service,idle,4.733333333333333,2
4096,victim_service,idle,4.8,2
4096,victim_service,idle,4.866666666666666,2
4096,victim_service,idle,4.933333333333334,2
4096,victim_service,idle,5.0,2
4096,victim_service,idle,5.066666666666666,2
4096,victim_service,idle,5.133333333333334,2
4096,victim_service,idle,5.2,2
4096,victim_service,idle,5.266666666666667,2
4096,victim_service,idle,5.333333333333333,2
4096,victim_service,idle,5.4,2
4096,victim_service,idle,5.466666666666667,2
4096,victim_service,idle,5.533333333333333,2
4096,victim_service,idle,5.6,2
4096,victim_service,idle,5.666666666666667,2
4096,victim_service,idle,5.733333333333333,2
4096,victim_service,idle,5.8,2
4096,victim_service,idle,5.866666666666666,2
4096,victim_service,idle,5.933333333333334,2
4096,victim_service,idle,6.0,2
4096,victim_service,idle,6.066666666666666,2
4096,victim_service,idle,6.133333333333334,2
4096,victim_service,idle,6.2,2
4096,victim_service,idle,6.266666666666667,2
4096,victim_service,idle,6.333333333333333,2
4096,victim_service,idle,6.4,2
4096,victim_service,idle,6.466666666666667,2
4096,victim_service,idle,6.533333333333333,2
4096,victim_service,idle,6.6,2
4096,victim_service,idle,6.666666666666667,2
4096,victim_service,idle,6.733333333333333,2
4096,victim_service,idle,6.8,2
4096,victim_service,idle,6.866666666666666,2
4096,victim_service,idle,6.933333333333334,2
4096,victim_service,idle,7.0,2
4096,victim_service,idle,7.066666666666666,2
4096,victim_service,idle,7.133333333333334,2
4096,victim_service,idle,7.2,2
4096,victim_service,idle,7.266666666666667,2
4096,victim_service,idle,7.333333333333333,2
4096,victim_service,idle,7.4,2
4096,victim_service,idle,7.466666666666667,2
4096,victim_service,idle,7.533333333333333,2
4096,victim_service,idle,7.6,2
4096,victim_service,idle,7.666666666666667,2
4096,victim_service,idle,7.733333333333333,2
4096,victim_service,idle,7.8,2
4096,victim_service,idle,7.866666666666666,2
4096,victim_service,idle,7.933333333333334,2
4096,victim_service,idle,8.0,2
4096,victim_service,idle,8.066666666666666,2
4096,victim_service,idle,8.133333333333333,2
4096,victim_service,idle,8.2,3
4096,victim_service,idle,8.266666666666667,3
4096,victim_service,idle,8.333333333333334,3
4096,victim_service,idle,8.4,3
4096,victim_service,idle,8.466666666666667,3
4096,victim_service,idle,8.533333333333333,3
4096,victim_service,idle,8.6,3
4096,victim_service,idle,8.666666666666666,3
4096,victim_service,idle,8.733333333333333,3
